rca_event_id,start_time,end_time,affected_ports,problem_type,root_cause_candidate,evidence,duration_minutes,severity_score,root_cause_score,confidence
RCA-3110,2026-02-17 02:50:00,2026-02-17 02:50:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3114,2026-02-17 04:30:00,2026-02-17 04:30:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3117,2026-02-17 06:00:00,2026-02-17 06:00:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3120,2026-02-17 06:45:00,2026-02-17 06:45:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3123,2026-02-17 08:10:00,2026-02-17 08:10:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3138,2026-02-17 10:15:00,2026-02-17 10:15:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3174,2026-02-17 12:10:00,2026-02-17 12:10:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3216,2026-02-17 14:15:00,2026-02-17 14:15:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3218,2026-02-17 14:30:00,2026-02-17 14:30:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3231,2026-02-17 15:00:00,2026-02-17 15:00:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3234,2026-02-17 15:20:00,2026-02-17 15:20:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3249,2026-02-17 16:05:00,2026-02-17 16:05:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3255,2026-02-17 16:35:00,2026-02-17 16:35:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3264,2026-02-17 17:00:00,2026-02-17 17:00:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3268,2026-02-17 17:20:00,2026-02-17 17:20:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3276,2026-02-17 18:25:00,2026-02-17 18:25:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3279,2026-02-17 19:20:00,2026-02-17 19:20:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3280,2026-02-17 19:55:00,2026-02-17 19:55:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3284,2026-02-17 21:05:00,2026-02-17 21:05:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3288,2026-02-17 21:55:00,2026-02-17 21:55:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3293,2026-02-18 00:25:00,2026-02-18 00:25:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3295,2026-02-18 00:45:00,2026-02-18 00:45:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3302,2026-02-18 02:55:00,2026-02-18 02:55:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3303,2026-02-18 03:10:00,2026-02-18 03:10:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3305,2026-02-18 03:15:00,2026-02-18 03:15:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3308,2026-02-18 03:55:00,2026-02-18 03:55:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3311,2026-02-18 04:30:00,2026-02-18 04:30:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3312,2026-02-18 04:45:00,2026-02-18 04:45:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3316,2026-02-18 05:55:00,2026-02-18 05:55:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3318,2026-02-18 06:10:00,2026-02-18 06:10:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3321,2026-02-18 06:50:00,2026-02-18 06:50:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3323,2026-02-18 07:15:00,2026-02-18 07:15:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3326,2026-02-18 08:25:00,2026-02-18 08:25:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3330,2026-02-18 08:45:00,2026-02-18 08:45:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3332,2026-02-18 09:25:00,2026-02-18 09:25:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3343,2026-02-18 10:20:00,2026-02-18 10:20:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3350,2026-02-18 10:50:00,2026-02-18 10:50:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3364,2026-02-18 11:50:00,2026-02-18 11:50:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3399,2026-02-18 13:30:00,2026-02-18 13:30:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3409,2026-02-18 14:00:00,2026-02-18 14:00:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3427,2026-02-18 15:05:00,2026-02-18 15:05:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3442,2026-02-18 16:15:00,2026-02-18 16:15:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3461,2026-02-18 17:15:00,2026-02-18 17:15:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3467,2026-02-18 17:50:00,2026-02-18 17:50:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3481,2026-02-18 19:15:00,2026-02-18 19:15:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3483,2026-02-18 19:35:00,2026-02-18 19:35:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3484,2026-02-18 19:45:00,2026-02-18 19:45:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3486,2026-02-18 20:10:00,2026-02-18 20:10:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3491,2026-02-18 21:55:00,2026-02-18 21:55:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3494,2026-02-18 22:40:00,2026-02-18 22:40:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3495,2026-02-18 22:55:00,2026-02-18 22:55:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3496,2026-02-18 23:35:00,2026-02-18 23:35:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3498,2026-02-19 00:50:00,2026-02-19 00:50:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3501,2026-02-19 02:00:00,2026-02-19 02:00:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3503,2026-02-19 02:20:00,2026-02-19 02:20:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3504,2026-02-19 02:40:00,2026-02-19 02:40:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3506,2026-02-19 03:30:00,2026-02-19 03:30:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3511,2026-02-19 05:05:00,2026-02-19 05:05:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3512,2026-02-19 05:25:00,2026-02-19 05:25:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3513,2026-02-19 05:35:00,2026-02-19 05:35:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3515,2026-02-19 06:05:00,2026-02-19 06:05:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3516,2026-02-19 06:20:00,2026-02-19 06:20:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3517,2026-02-19 07:00:00,2026-02-19 07:00:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3519,2026-02-19 07:15:00,2026-02-19 07:15:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3522,2026-02-19 08:50:00,2026-02-19 08:50:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3523,2026-02-19 09:15:00,2026-02-19 09:15:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3525,2026-02-19 09:55:00,2026-02-19 09:55:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3546,2026-02-19 11:20:00,2026-02-19 11:20:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3585,2026-02-19 13:25:00,2026-02-19 13:25:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3591,2026-02-19 13:30:00,2026-02-19 13:30:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3619,2026-02-19 15:20:00,2026-02-19 15:20:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3620,2026-02-19 15:30:00,2026-02-19 15:30:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3628,2026-02-19 16:00:00,2026-02-19 16:00:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3634,2026-02-19 16:25:00,2026-02-19 16:25:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3647,2026-02-19 17:45:00,2026-02-19 17:45:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3648,2026-02-19 18:00:00,2026-02-19 18:00:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3659,2026-02-19 19:10:00,2026-02-19 19:10:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3660,2026-02-19 19:40:00,2026-02-19 19:40:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3663,2026-02-19 20:45:00,2026-02-19 20:45:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3665,2026-02-19 21:40:00,2026-02-19 21:40:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3668,2026-02-19 22:20:00,2026-02-19 22:20:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3669,2026-02-19 22:50:00,2026-02-19 22:50:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3670,2026-02-19 23:20:00,2026-02-19 23:20:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3673,2026-02-19 23:55:00,2026-02-19 23:55:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3677,2026-02-20 00:45:00,2026-02-20 00:45:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3682,2026-02-20 01:45:00,2026-02-20 01:45:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3690,2026-02-20 04:50:00,2026-02-20 04:50:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3693,2026-02-20 05:15:00,2026-02-20 05:15:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3695,2026-02-20 05:30:00,2026-02-20 05:30:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3699,2026-02-20 06:20:00,2026-02-20 06:20:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3700,2026-02-20 07:05:00,2026-02-20 07:05:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3703,2026-02-20 08:05:00,2026-02-20 08:05:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3705,2026-02-20 08:15:00,2026-02-20 08:15:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3715,2026-02-20 09:20:00,2026-02-20 09:20:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3754,2026-02-20 12:25:00,2026-02-20 12:25:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3772,2026-02-20 13:15:00,2026-02-20 13:15:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3792,2026-02-20 14:20:00,2026-02-20 14:20:00,port-id7430,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3802,2026-02-20 15:10:00,2026-02-20 15:10:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3817,2026-02-20 16:20:00,2026-02-20 16:20:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3826,2026-02-20 17:25:00,2026-02-20 17:25:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3828,2026-02-20 17:35:00,2026-02-20 17:35:00,port-id7429,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3829,2026-02-20 17:55:00,2026-02-20 17:55:00,port-id7428,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3832,2026-02-20 18:10:00,2026-02-20 18:10:00,port-id7431,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
RCA-3833,2026-02-20 18:15:00,2026-02-20 18:15:00,port-id7427,Queue / buffer pressure,Queue congestion / buffer pressure,"OCTETS high | DISCARDS high | ERRORS normal or not dominant | Check QoS, queue, bandwidth, top talkers, scheduled backup jobs",5,55,71,Medium
